ID #	Class	Incidence	Occurence   :	Total	ID 1	ID 2	ID 3	ID 4	ID 5	ID 6	ID 7	ID 8	ID 9	ID 10	ID 11	ID 12	ID 13	ID 14	ID 15	ID 16	ID 17	ID 18	ID 19	ID 20	ID 21	ID 22	ID 23	ID 24	ID 25	ID 26	ID 27	ID 28	ID 29	ID 30	ID 31	ID 32	ID 33	ID 34	ID 35	ID 36	ID 37	ID 38	ID 39	ID 40	ID 41
				Contact Time :
						110027	383	728	904	145	4470	1539	2308	1566	0	236	251	8849	28180	2467	32418	859	125	737	1361	1088	137	271	369	5725	2300	380	749	4	2970	2443	0	120	493	1810	697	245	996	603	481	251	369

10	1	39				612	5	6	16	23	15	14	15	20	10	0	15	0	13	16	17	28	14	13	22	5	8	15	9	15	16	17	29	7	20	20	3	18	8	14	41	20	15	12	21	29	8
						99468	605	1080	2231	4001	6725	2186	2814	2588	380	0	1563	0	6219	981	2527	3018	7469	13	3981	462	1172	1688	1206	1237	2307	2871	3177	946	1353	1000	1654	3281	1562	3737	11287	957	937	874	1812	6852	715

11	1	40				440	10	2	6	24	7	4	4	14	2	15	0	3	3	7	5	18	12	7	17	11	6	18	4	2	14	13	19	26	3	14	1	37	8	17	18	6	14	6	22	16	5
						94511	4385	127	483	7606	7	850	118	383	2	1023	0	127	10	510	1502	2185	1373	2979	2222	2881	1400	1835	231	2	5576	372	5363	9365	133	2749	5	25640	1224	740	3838	593	1018	1635	1440	2223	356

12	1	30				171	3	0	5	2	1	1	2	2	9	1	2	0	2	0	0	4	0	16	2	4	3	5	88	1	1	1	2	0	2	0	0	2	1	0	2	1	1	0	1	4	0
						27490	1094	0	507	111	1	1	245	2	10061	1	489	0	362	0	0	4	0	6291	1007	984	3	154	5200	1	1	1	231	0	2	0	0	2	1	0	131	1	1	0	1	600	0

13	1	40				473	14	5	9	9	10	15	14	19	53	13	4	2	0	9	13	16	16	4	20	8	3	18	11	10	5	15	17	7	17	12	6	14	5	14	6	15	9	7	7	19	3
						129251	2285	1089	3277	2008	6031	1198	3809	3552	30482	7135	121	2	0	1309	2291	2392	9761	1827	5223	378	472	1942	1465	1212	378	3291	3247	2172	3511	2065	762	2569	2488	4043	848	3308	493	1090	2405	7310	10

14	1	38				456	12	10	7	20	9	14	13	9	19	11	5	0	8	0	16	14	6	3	14	8	4	24	13	40	12	10	20	1	17	11	0	13	14	11	12	5	8	13	14	13	3
						104441	2826	4259	2132	3109	611	1802	2145	241	1875	2259	1606	0	1206	0	1194	3135	133	581	1849	498	352	7249	2192	34338	7261	148	2665	7	2266	1481	0	4302	510	1848	627	235	378	1701	4564	849	7

15	1	38				562	19	7	19	12	18	23	17	16	29	18	3	0	13	13	0	12	17	6	12	18	6	26	14	10	9	12	16	3	15	8	0	14	17	10	18	16	10	9	50	20	7
						161245	1741	613	3799	3712	1591	3641	1558	6109	30204	3652	637	0	757	1101	0	1343	1381	2543	967	2034	20	2809	1574	757	268	2052	1501	622	892	1209	0	2425	4607	864	1838	3534	757	1302	63341	3104	386

16	1	40				597	23	4	14	24	13	12	16	11	17	30	15	3	16	17	14	0	11	10	14	16	18	21	4	18	9	18	25	6	20	10	2	24	11	16	29	11	13	12	16	26	8
						77751	2058	4	1099	2115	1477	1374	1590	1425	1181	3193	2538	3	2744	2573	1946	0	1890	1103	1865	960	6373	3016	254	1243	1073	1908	3493	2046	1212	885	1313	4247	605	3458	7594	121	1607	1921	358	3276	610

17	1	40				706	29	6	18	15	23	12	11	30	15	23	11	2	21	7	27	13	0	11	28	16	12	10	12	16	14	27	13	13	15	17	3	39	21	11	14	15	16	15	33	57	15
						133017	4446	241	2458	3912	7841	2299	11	5430	973	8154	1531	2	8376	475	4405	1063	0	384	6626	3654	2808	10	832	1079	3046	4415	1245	1782	729	1473	2031	16435	5328	3727	3351	988	1565	1652	5951	11537	752

18	1	40				433	3	2	7	6	8	3	93	8	8	9	11	14	7	4	10	6	4	0	16	18	16	7	13	9	8	14	17	3	13	5	1	11	14	8	7	2	3	2	13	24	6
						163049	115	2	374	587	130	5200	108229	2975	607	739	2164	1327	1563	233	1002	927	115	0	4810	2814	863	7	3994	23	626	1469	2555	140	4638	5	118	2143	5839	1107	243	242	5	2	2767	1617	733

19	1	40				772	30	8	13	19	24	21	21	19	21	30	15	3	20	20	16	21	18	15	0	15	16	40	13	30	13	32	19	6	19	27	4	16	12	22	33	10	8	33	20	44	6
						136673	5654	1794	1906	1101	4488	3184	4001	1225	1613	6068	2654	3	5437	2905	1905	3143	7154	5579	0	2169	2637	6309	2180	3917	821	9910	5595	1080	6098	2310	639	396	858	3164	6720	1056	1070	3238	8417	7685	590

20	1	39				419	13	1	15	4	11	2	4	3	14	4	8	2	7	6	15	15	19	13	14	0	12	3	8	7	6	16	13	2	5	8	0	12	79	11	10	4	27	4	6	7	9
						272788	3071	1	2270	1115	1095	2	235	3	631	234	2897	237	494	242	1479	607	3184	4380	2717	0	496	372	469	1777	2150	5082	3729	2	273	131	0	6158	149977	635	3382	371	69595	13	125	125	3032

21	1	40				453	8	10	20	16	11	4	11	5	6	17	10	1	3	5	8	17	9	11	14	10	0	67	4	6	9	10	17	4	7	7	1	19	4	14	12	4	12	4	14	32	10
						83717	142	1359	2043	2320	846	367	3439	125	125	1153	1302	1	498	142	133	6512	2309	2596	1291	991	0	25219	4	488	264	3096	3787	367	127	1434	1	1914	1562	3025	5909	366	1709	355	256	2880	3260

22	1	39				788	21	5	19	33	19	17	22	19	13	26	23	2	12	22	20	22	9	4	38	3	52	0	13	32	30	10	24	15	21	14	0	25	6	23	18	39	40	22	22	22	11
						148398	1743	125	2892	3653	907	741	3143	3440	948	1331	3157	16	2032	7893	2161	2121	389	240	5481	3	21519	0	3270	13083	18229	1547	3163	1799	5902	1590	0	2993	973	2587	1908	10771	8111	3885	1105	2161	1386

23	1	39				400	3	28	8	11	10	15	5	19	5	16	3	1	7	13	17	7	6	11	16	6	4	12	0	13	10	22	8	4	11	7	0	8	17	20	9	6	6	1	15	14	6
						61741	374	17207	753	2181	270	5156	939	1969	611	1167	3	1	141	1233	975	139	1200	4472	873	613	130	1511	0	1594	2107	4986	477	4	1559	7	0	263	2456	2406	127	13	359	1	1694	1498	272

24	1	38				618	42	12	12	12	31	19	16	16	19	14	9	0	13	48	16	24	11	9	26	10	7	32	10	0	22	17	17	5	38	14	0	6	9	13	9	5	4	6	17	22	6
						137978	4401	2919	2356	1815	3607	6701	2866	3008	7187	1452	480	0	1216	34765	841	2630	594	1321	5517	2393	980	13013	1944	0	14252	1356	2422	136	5481	1075	0	862	478	1233	365	130	123	1089	3678	3151	141

25	1	40				517	12	3	15	23	20	8	9	15	9	20	17	1	3	13	7	15	8	14	18	9	5	27	8	23	0	17	14	9	17	16	1	20	10	11	13	9	17	9	17	24	11
						135819	2161	744	4862	3767	3244	2921	2562	4999	2508	3191	5423	1	373	7414	620	1170	2283	1535	986	1421	576	20598	1946	14927	0	4925	5340	1539	2911	2660	1	1322	521	2011	2405	2601	5731	2353	5278	4448	1541

26	1	39				561	11	5	25	17	6	18	7	23	9	20	14	0	14	5	11	17	13	15	35	14	13	11	21	16	14	0	8	10	12	16	1	6	17	20	22	7	7	5	23	45	8
						96725	978	260	5521	1591	4966	1325	251	6499	248	3640	1454	0	2395	276	1678	594	4857	2884	6273	4179	3115	1436	7104	1349	4294	0	15	363	517	1438	1793	131	3093	1853	2234	484	2874	5	1699	12936	123

27	1	40				751	25	15	23	27	19	16	18	16	16	35	19	1	18	20	14	30	11	13	18	19	9	26	7	16	18	10	0	20	14	91	3	31	9	15	18	10	17	11	22	26	5
						169547	4730	6113	3424	3204	621	3425	1297	3770	734	3943	5779	1081	3458	2846	2406	4601	1132	4943	5119	2756	5208	2506	699	2918	3929	475	0	4933	3833	55470	8	5083	3150	1457	4565	273	1475	137	4802	2751	493

28	1	38				321	7	4	3	19	7	6	2	7	1	11	28	0	10	1	5	9	7	4	8	1	6	17	5	4	5	6	13	0	6	6	0	45	8	4	7	11	7	4	18	6	3
						57377	233	4	3	4056	7	604	2	734	1	139	8964	0	836	237	379	1914	698	375	739	1	363	1587	10	121	951	354	3397	0	1200	734	0	19607	127	367	1667	1208	995	1532	1687	1194	350

29	1	39				628	91	10	7	20	17	18	22	25	12	18	5	1	18	14	11	18	9	17	24	6	5	21	12	35	21	10	16	7	0	8	0	16	12	13	11	9	16	8	17	21	7
						131100	53275	984	1232	4719	890	1358	8512	1932	2628	1092	245	1	2418	2415	1578	2161	473	5340	2492	462	124	6631	728	4257	3150	495	4063	615	0	264	0	2377	2740	1465	4385	613	1343	140	1317	1608	578

30	1	39				537	7	5	8	15	22	5	5	13	17	25	15	0	11	10	15	8	11	7	14	4	9	18	6	9	17	15	77	6	5	0	3	20	11	14	19	17	12	15	12	30	5
						111753	1800	365	593	2143	7192	131	2104	277	4104	983	2972	0	1123	506	829	937	1419	491	977	363	2146	1458	6	134	1013	869	54149	1065	250	0	242	4072	1095	593	3274	2512	2239	1177	1912	2319	1919

31	1	15				32	1	0	2	0	6	0	0	1	0	1	1	0	5	0	0	3	1	0	0	0	1	0	0	0	1	4	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0
						7264	119	0	2	0	1941	0	0	125	0	614	1	0	832	0	0	347	1906	0	0	0	1	0	0	0	12	860	0	0	0	502	0	0	0	1	1	0	0	0	0	0	0

32	1	40				643	9	11	17	25	12	17	12	14	5	18	40	1	12	18	7	21	25	13	11	12	14	26	12	10	21	4	31	44	12	15	1	0	11	18	28	13	16	9	21	27	10
						206851	5201	1722	5513	13280	1088	3322	1562	4546	19	3929	24705	1	3923	2932	4846	3804	19316	2683	991	6063	2919	1852	510	837	2751	2297	7353	21474	3158	5052	1	0	4195	3661	15638	1913	3291	6754	4205	6074	3470

33	1	38				513	9	5	11	9	9	22	24	13	8	9	7	0	9	9	24	14	16	11	5	47	6	7	17	12	7	20	9	15	12	9	0	11	0	11	15	7	49	3	15	19	8
						324877	1448	242	129	377	1452	11746	5289	5924	143	1806	1351	0	1319	1219	5445	1832	5944	9014	1178	160556	1345	478	4085	390	367	2602	3362	274	3083	992	0	1959	0	1612	1905	3821	76086	5	2043	3110	944

34	1	38				640	21	21	20	21	13	12	8	19	19	23	15	0	14	18	14	15	6	9	21	12	15	21	19	20	14	28	12	3	18	14	0	30	15	0	17	19	26	12	21	19	16
						99487	11414	1986	3046	1696	1253	1073	856	1721	2423	3036	979	0	3177	1135	1580	3613	5816	1584	2840	1431	3878	1796	3424	1239	2050	3307	1875	1067	1117	1559	0	2549	1348	0	1085	4026	4517	854	2146	2683	8308

35	1	39				655	15	14	17	24	15	18	8	15	7	41	17	0	8	8	16	33	14	8	28	8	16	22	7	9	18	20	23	10	13	17	2	29	12	15	0	15	22	24	23	31	13
						142479	2421	2407	2982	5936	847	4448	929	1691	376	12726	5385	0	1224	1185	1616	7725	3121	1202	8364	3848	6499	2951	14	735	1938	3447	3067	1085	3334	3684	363	14928	1472	975	0	1414	6275	9249	3373	5785	3458

36	1	39				532	16	7	4	17	13	5	16	18	13	18	8	1	17	4	22	10	10	4	15	5	2	38	10	10	8	7	11	14	13	24	0	10	12	19	17	0	31	40	19	20	4
						101562	3584	253	251	1100	2556	365	1541	2383	817	2783	482	1	3124	355	3050	1798	491	486	956	5	2	8905	383	722	1406	352	970	1859	2009	1080	0	726	2886	4746	1772	0	12811	26655	4869	2670	358

37	1	40				756	22	2	14	26	20	13	7	20	19	22	17	1	16	14	9	20	18	5	22	36	19	43	6	9	25	20	16	13	23	27	1	16	53	21	29	39	0	13	14	29	17
						258821	1135	111	1858	8475	3040	854	1103	6271	3370	4347	1823	134	3030	2184	1333	1865	3696	1305	1557	69985	1340	8855	361	1665	5759	5758	1830	855	1918	2775	812	1218	75091	3250	6487	13479	0	1709	1990	4249	1944

38	1	37				417	2	7	6	13	11	8	16	16	14	20	7	0	6	14	14	13	7	6	26	3	2	20	2	10	10	3	9	9	3	18	0	14	0	6	22	33	8	0	19	16	4
						85948	2	139	358	3690	1813	2013	1790	1455	1199	2038	950	0	966	505	727	1697	1326	493	2789	246	585	3064	2	1711	1511	3	847	261	349	841	0	6912	0	365	9074	27016	1061	0	2072	5384	694

39	1	39				673	13	14	26	24	12	8	13	44	12	30	19	1	10	12	35	21	25	12	20	7	11	22	12	15	16	10	21	20	15	17	0	20	13	16	16	18	14	21	0	32	6
						190590	4561	2695	1993	2091	1449	1201	3301	27420	723	1940	1864	1	2611	2783	70107	474	6114	4403	6678	945	698	1330	824	2431	3749	485	6114	3105	1450	2982	0	3440	1434	1668	2540	2618	742	3232	0	7552	842

40	1	40				946	33	11	22	27	33	24	16	36	16	31	17	4	25	10	23	29	44	23	45	8	31	23	17	27	25	34	21	11	23	31	2	34	17	23	32	22	20	27	37	0	12
						178315	7461	856	5346	7776	9819	7270	648	10196	882	8654	2323	732	6164	852	5114	4475	10825	2295	5631	237	3770	2536	982	2192	3614	15854	3823	1316	2417	3924	1522	4316	3272	2486	6400	2054	3618	5428	7989	0	3246

41	1	37				345	13	4	13	14	9	0	5	15	7	15	5	0	1	5	6	5	12	12	6	14	13	15	9	7	12	15	2	2	6	8	0	14	5	19	17	4	9	6	6	15	0
						62409	6229	473	2921	2631	1920	0	976	1576	1052	618	1057	0	1	483	609	1551	1426	2705	1050	3148	2547	1662	268	724	736	1475	338	256	256	1663	0	2660	2146	8249	3371	602	1703	367	823	2137	0

42	2	41				775	32	15	25	20	13	18	17	33	20	19	8	2	17	18	33	33	26	11	31	18	7	16	12	23	13	15	29	12	21	19	1	25	14	16	26	22	29	12	20	28	6
						102667	10698	1373	2776	3250	1466	1115	1462	2380	1930	1807	739	610	1849	2548	3929	5958	2789	1077	3511	3050	692	1121	607	2594	2284	1499	4757	517	2820	3371	1	7227	1471	1352	4975	1080	3799	262	3367	3832	722

43	2	3				11	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
						4275	1	4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0

44	2	4				4	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
						160	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157

45	2	36				161	19	3	4	19	5	5	2	3	1	2	7	2	8	2	8	4	2	10	5	1	1	5	0	5	2	3	8	0	1	0	0	2	4	3	5	1	1	0	1	6	1
						45518	2181	3	1079	29516	1657	124	16	3	1	2	1490	823	603	507	1194	931	2	1696	5	1	1	1078	0	751	2	17	951	0	1	0	0	2	259	3	491	1	1	0	1	124	1

46	2	36				216	10	3	6	7	6	13	0	5	8	4	3	2	5	1	11	10	7	0	9	2	0	6	4	5	3	3	3	8	7	4	0	8	13	3	1	10	6	1	7	12	0
						35568	2190	474	1271	733	611	139	0	1920	1364	247	233	2	5	1	500	1891	119	0	259	2800	0	377	928	477	137	355	3164	1231	2695	140	0	989	3509	587	3528	467	358	1	751	1115	0

47	2	26				69	2	0	6	0	1	5	1	1	2	0	2	0	4	2	6	1	0	0	1	4	0	3	1	3	5	2	0	0	4	2	0	1	1	0	1	0	1	0	0	7	0
						9552	2	0	619	0	1	1323	1	1	2	0	251	0	1053	111	711	1	0	0	119	4	0	387	1	3	1433	2535	0	0	513	134	0	112	111	0	1	0	116	0	0	7	0

48	2	36				162	6	1	3	2	4	6	5	8	4	4	3	0	6	2	7	1	5	0	6	1	0	2	13	1	1	3	6	5	2	4	0	8	6	5	4	4	9	4	3	8	0
						30030	116	1	128	238	2170	1167	373	4177	581	11	2913	0	710	1419	2046	351	4123	0	486	1	0	2	1317	1	120	125	152	498	2	740	0	657	27	608	239	503	2308	493	491	736	0

49	2	40				428	32	6	6	16	3	14	16	6	1	10	7	0	17	4	7	13	26	9	19	9	16	2	1	3	3	7	16	2	12	2	1	34	19	6	17	2	8	20	10	19	7
						76619	3185	6	137	3945	126	996	1718	1044	1	392	719	0	2423	11	1238	3906	8141	1197	2027	1344	5904	241	1	927	3	2024	1464	123	942	2	1	10494	3059	477	9661	254	8	1261	1672	4689	856

50	2	39				499	20	9	5	6	9	14	10	11	9	10	3	0	32	6	27	20	24	2	22	6	3	14	13	14	4	19	13	9	15	6	0	9	22	8	14	21	14	11	15	28	2
						59532	3644	955	1707	637	127	2927	370	256	991	269	3	0	8141	383	2990	2150	1995	486	1837	247	3	383	388	742	479	2643	1214	1565	2043	134	0	472	1314	4149	2405	4691	254	525	3273	2738	2

51	2	39				321	15	6	5	22	9	6	7	19	5	5	1	0	7	10	6	15	15	2	12	2	7	3	4	0	5	3	19	3	14	7	1	21	7	11	15	7	6	2	7	5	5
						31099	1219	243	12	3052	614	6	135	2803	249	5	1	0	486	363	1719	5492	594	2	508	2	3104	248	128	0	5	10	2728	3	762	24	1	1350	237	1320	1791	503	134	2	857	124	263

52	2	25				99	9	2	0	0	0	8	0	2	0	1	3	0	5	0	5	1	5	5	8	4	2	1	1	0	2	2	2	0	8	0	0	1	0	0	0	3	1	0	5	13	0
						30275	1945	589	0	0	0	377	0	2	0	704	3	0	2177	0	1316	1	3724	2631	6169	809	239	1	919	0	230	244	2281	0	15	0	0	117	0	0	0	3	1	0	4463	1315	0

53	2	25				89	6	0	4	3	3	0	0	0	0	0	6	0	3	1	0	0	1	1	7	0	9	3	3	0	0	1	0	3	2	3	0	5	0	3	5	4	1	2	6	4	0
						13591	1560	0	246	620	1326	0	0	0	0	0	2644	0	3	1	0	0	1	1	490	0	2770	125	3	0	0	1	0	10	2	489	0	620	0	124	1444	485	129	128	122	247	0

54	2	23				57	1	4	0	0	2	2	2	0	3	0	0	0	0	0	4	1	4	0	3	0	0	2	2	3	1	1	1	7	0	0	0	0	1	2	0	1	0	2	4	4	0
						6853	1	709	0	0	129	230	143	0	608	0	0	0	0	0	126	1	357	0	1221	0	0	261	2	8	1	1	1	1830	0	0	0	0	1	121	0	1	0	2	730	369	0

55	2	36				159	3	2	5	5	7	1	2	1	6	3	1	2	0	9	6	11	1	8	10	4	6	1	1	7	4	3	4	1	5	4	0	4	4	0	7	0	8	0	2	5	6
						29524	128	246	234	1347	135	1	2	1	1210	3	1334	1791	0	845	718	1901	374	731	2100	11	3713	1	1	609	608	497	277	238	1706	11	0	1479	857	0	2065	0	1134	0	2	2586	628

56	2	17				40	4	0	0	0	1	0	0	0	0	0	2	0	0	0	1	4	1	0	0	0	0	1	0	0	2	0	2	0	0	6	0	3	2	2	1	4	3	0	1	0	0
						22398	1240	0	0	0	3479	0	0	0	0	0	3102	0	0	0	692	245	392	0	0	0	0	1	0	0	3448	0	126	0	0	3573	0	1220	2	1656	1	1209	2011	0	1	0	0

57	2	28				85	4	4	0	0	6	2	2	4	3	1	1	0	0	0	1	1	4	2	1	1	0	0	5	3	6	1	2	0	0	7	0	3	1	6	4	2	6	0	2	0	0
						15268	852	1546	0	0	378	2	2	963	608	1	125	0	0	0	1	1	1448	123	1	969	0	0	1597	10	1316	1	2	0	0	2046	0	1780	1	624	258	364	247	0	2	0	0

58	2	32				117	2	0	3	3	3	1	5	4	1	4	4	0	4	4	0	6	4	2	9	1	6	0	0	5	0	0	6	5	7	2	0	7	2	3	1	1	1	1	2	8	0
						29481	2	0	131	494	3	1	826	350	1	593	753	0	1672	490	0	867	4	1353	1807	487	1562	0	0	2038	0	0	4582	256	252	1467	0	2316	1794	129	120	1	1	2422	728	1979	0

59	2	28				96	6	1	0	2	8	1	4	0	2	4	0	0	1	2	3	2	0	0	4	0	3	10	3	3	3	1	3	0	3	3	0	1	0	7	3	11	1	0	0	1	0
						26340	4396	255	0	2	1935	1	4	0	126	1748	0	0	1	136	694	505	0	0	5176	0	369	1236	962	491	885	132	3	0	1136	3326	0	1	0	754	136	1928	1	0	0	1	0

60	2	12				24	3	0	0	0	1	2	0	0	1	0	2	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	1	3	0	0	0	0	1	0	0
						4982	851	0	0	0	1	2	0	0	1	0	1955	0	0	244	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1914	1	10	0	0	0	0	1	0	0

61	2	16				109	1	0	1	0	3	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	1	89	1	2	1	0	0	1	0	0	0	0
						23920	1	0	1	0	118	0	1	0	1	0	0	0	6	0	0	1	0	0	0	0	0	0	1	0	1	0	465	0	0	1	22445	490	127	120	0	0	141	0	0	0	0

62	2	27				76	2	0	3	0	4	0	0	0	0	4	1	0	5	0	3	2	4	0	3	1	1	2	3	0	3	9	1	0	1	0	3	1	2	3	1	1	1	0	1	11	0
						6486	9	0	3	0	243	0	0	0	0	388	1	0	1111	0	10	113	602	0	497	1	15	453	359	0	3	759	1	0	1	0	818	1	2	10	1	113	472	0	1	499	0

63	2	40				460	68	2	10	16	5	9	9	13	14	15	4	4	6	14	6	14	6	24	10	6	3	16	9	38	11	7	14	7	7	5	0	14	9	11	6	8	10	2	9	15	4
						193537	30998	2	1375	3570	613	1231	5134	1190	3459	145	4	122	725	1826	728	372	123	10994	1768	482	3	3760	1946	6529	6310	142	2096	726	90320	755	0	997	4092	1833	2590	1703	265	231	2651	1131	596

64	2	30				165	2	0	0	4	0	2	8	6	1	2	1	3	5	2	1	3	0	4	15	1	14	2	2	1	0	3	8	0	4	39	0	4	8	0	0	0	5	0	1	13	1
						38852	235	0	0	509	0	972	3982	352	1	2	2171	846	584	371	1559	3	0	5267	1702	1	2578	2	240	1438	0	3087	939	0	136	7054	0	1102	1880	0	0	0	5	0	128	1705	1

65	2	11				15	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	1	2	0	0	0	0	1	0	0
						1858	247	129	0	0	0	0	1	0	0	0	0	0	0	1	0	0	252	0	0	0	0	0	0	233	0	0	0	0	0	9	0	378	254	124	0	0	0	0	230	0	0

66	2	37				138	1	4	8	7	7	3	1	2	2	2	5	0	2	3	5	4	1	6	5	3	5	1	2	3	5	1	2	0	5	8	0	4	4	3	5	1	6	0	1	4	7
						27240	8	4	260	478	1097	3	1	1579	238	246	2566	0	1438	579	128	607	259	1935	1375	3	1235	234	493	121	1695	8	635	0	2070	877	0	1411	4	1051	138	997	642	0	1	1495	1329

67	2	20				46	4	0	1	1	0	1	0	1	0	0	3	0	0	0	0	1	0	0	0	1	0	1	2	1	17	1	4	0	1	1	0	1	0	0	1	0	1	0	2	0	0
						17864	1456	0	1	8	0	8	0	1338	0	0	1801	0	0	0	0	1	0	0	0	2127	0	15	580	964	6596	8	2829	0	8	1	0	1	0	0	119	0	1	0	2	0	0

68	2	2				3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
						3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

69	2	2				2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
						9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0

