ID #	Class	Incidence	Occurence   :	Total	ID 1	ID 2	ID 3	ID 4	ID 5	ID 6	ID 7	ID 8	ID 9	ID 10	ID 11	ID 12
				Contact Time :
						2	1	0	0	0	1	0	0	0	0	0	0	0

35	2	2				2	1	0	1	0	0	0	0	0	0	0	0	0
						2	1	0	1	0	0	0	0	0	0	0	0	0

36	2	3				9	1	0	2	0	0	0	0	0	6	0	0	0
						1583	1	0	9	0	0	0	0	0	1573	0	0	0

37	2	3				4	1	0	2	0	0	0	0	0	1	0	0	0
						135	1	0	2	0	0	0	0	0	132	0	0	0

38	2	1				50	50	0	0	0	0	0	0	0	0	0	0	0
						36603	36603	0	0	0	0	0	0	0	0	0	0	0

39	2	2				3	1	0	0	2	0	0	0	0	0	0	0	0
						589	1	0	0	588	0	0	0	0	0	0	0	0

40	2	2				5	1	4	0	0	0	0	0	0	0	0	0	0
						2331	1	2330	0	0	0	0	0	0	0	0	0	0

41	2	2				2	1	0	1	0	0	0	0	0	0	0	0	0
						2	1	0	1	0	0	0	0	0	0	0	0	0

42	2	2				5	1	4	0	0	0	0	0	0	0	0	0	0
						2673	1	2672	0	0	0	0	0	0	0	0	0	0

43	2	1				3	3	0	0	0	0	0	0	0	0	0	0	0
						243	243	0	0	0	0	0	0	0	0	0	0	0

44	2	5				9	0	2	2	0	0	3	1	1	0	0	0	0
						2211	0	729	999	0	0	481	1	1	0	0	0	0

45	2	5				6	0	1	1	0	0	0	1	1	0	0	2	0
						3660	0	8	134	0	0	0	1	502	0	0	3015	0

46	2	1				4	0	4	0	0	0	0	0	0	0	0	0	0
						829	0	829	0	0	0	0	0	0	0	0	0	0

47	2	1				3	0	3	0	0	0	0	0	0	0	0	0	0
						239	0	239	0	0	0	0	0	0	0	0	0	0

48	2	2				3	0	1	0	0	0	0	0	0	2	0	0	0
						231	0	1	0	0	0	0	0	0	230	0	0	0

49	2	4				6	0	1	0	0	0	2	2	0	0	1	0	0
						20	0	1	0	0	0	16	2	0	0	1	0	0

50	2	1				8	0	8	0	0	0	0	0	0	0	0	0	0
						620	0	620	0	0	0	0	0	0	0	0	0	0

51	2	3				9	0	1	7	0	0	0	0	1	0	0	0	0
						4453	0	1	4212	0	0	0	0	240	0	0	0	0

52	2	5				22	0	1	1	7	0	0	0	3	10	0	0	0
						58612	0	8	3200	32004	0	0	0	18880	4520	0	0	0

53	2	1				8	0	8	0	0	0	0	0	0	0	0	0	0
						384	0	384	0	0	0	0	0	0	0	0	0	0

54	2	1				5	0	5	0	0	0	0	0	0	0	0	0	0
						17345	0	17345	0	0	0	0	0	0	0	0	0	0

55	2	1				7	0	7	0	0	0	0	0	0	0	0	0	0
						7094	0	7094	0	0	0	0	0	0	0	0	0	0

56	2	1				2	0	2	0	0	0	0	0	0	0	0	0	0
						721	0	721	0	0	0	0	0	0	0	0	0	0

57	2	1				2	0	2	0	0	0	0	0	0	0	0	0	0
						2	0	2	0	0	0	0	0	0	0	0	0	0

58	2	1				11	0	11	0	0	0	0	0	0	0	0	0	0
						4841	0	4841	0	0	0	0	0	0	0	0	0	0

59	2	1				10	0	10	0	0	0	0	0	0	0	0	0	0
						1161	0	1161	0	0	0	0	0	0	0	0	0	0

60	2	1				6	0	6	0	0	0	0	0	0	0	0	0	0
						9780	0	9780	0	0	0	0	0	0	0	0	0	0

61	2	2				3	0	1	0	0	0	2	0	0	0	0	0	0
						395	0	125	0	0	0	270	0	0	0	0	0	0

62	2	1				4	0	4	0	0	0	0	0	0	0	0	0	0
						956	0	956	0	0	0	0	0	0	0	0	0	0

63	2	1				2	0	2	0	0	0	0	0	0	0	0	0	0
						254	0	254	0	0	0	0	0	0	0	0	0	0

64	2	1				3	0	3	0	0	0	0	0	0	0	0	0	0
						1721	0	1721	0	0	0	0	0	0	0	0	0	0

65	2	2				10	0	0	8	0	0	0	0	0	2	0	0	0
						993	0	0	626	0	0	0	0	0	367	0	0	0

66	2	1				2	0	0	2	0	0	0	0	0	0	0	0	0
						2	0	0	2	0	0	0	0	0	0	0	0	0

67	2	3				7	0	0	1	1	0	0	0	0	5	0	0	0
						728	0	0	1	1	0	0	0	0	726	0	0	0

68	2	2				6	0	0	1	0	0	0	0	0	5	0	0	0
						1365	0	0	8	0	0	0	0	0	1357	0	0	0

69	2	2				4	0	0	1	0	0	0	0	0	3	0	0	0
						608	0	0	8	0	0	0	0	0	600	0	0	0

70	2	2				5	0	0	1	0	0	0	0	0	4	0	0	0
						1092	0	0	1	0	0	0	0	0	1091	0	0	0

71	2	3				8	0	0	3	0	0	2	0	0	3	0	0	0
						1256	0	0	3	0	0	143	0	0	1110	0	0	0

72	2	2				2	0	0	1	0	1	0	0	0	0	0	0	0
						2	0	0	1	0	1	0	0	0	0	0	0	0

73	2	1				17	0	0	17	0	0	0	0	0	0	0	0	0
						8320	0	0	8320	0	0	0	0	0	0	0	0	0

74	2	2				4	0	0	0	2	0	0	2	0	0	0	0	0
						4	0	0	0	2	0	0	2	0	0	0	0	0

75	2	3				3	0	0	0	1	0	0	0	0	1	0	0	1
						3	0	0	0	1	0	0	0	0	1	0	0	1

76	2	4				17	0	0	0	5	1	0	0	7	4	0	0	0
						8169	0	0	0	2309	708	0	0	3501	1651	0	0	0

77	2	2				10	0	0	0	8	0	0	0	2	0	0	0	0
						4075	0	0	0	1309	0	0	0	2766	0	0	0	0

78	2	2				8	0	0	0	4	0	0	0	4	0	0	0	0
						9128	0	0	0	3909	0	0	0	5219	0	0	0	0

79	2	3				7	0	0	0	2	0	0	0	4	1	0	0	0
						266	0	0	0	2	0	0	0	256	8	0	0	0

80	2	3				6	0	0	0	2	0	0	0	3	1	0	0	0
						14244	0	0	0	4691	0	0	0	9193	360	0	0	0

81	2	3				7	0	0	0	2	0	1	0	4	0	0	0	0
						247	0	0	0	2	0	1	0	244	0	0	0	0

82	2	2				2	0	0	0	1	0	1	0	0	0	0	0	0
						129	0	0	0	1	0	128	0	0	0	0	0	0

83	2	1				3	0	0	0	3	0	0	0	0	0	0	0	0
						238	0	0	0	238	0	0	0	0	0	0	0	0

84	2	1				2	0	0	0	2	0	0	0	0	0	0	0	0
						2185	0	0	0	2185	0	0	0	0	0	0	0	0

85	2	1				2	0	0	0	2	0	0	0	0	0	0	0	0
						630	0	0	0	630	0	0	0	0	0	0	0	0

86	2	1				2	0	0	0	2	0	0	0	0	0	0	0	0
						2	0	0	0	2	0	0	0	0	0	0	0	0

87	2	2				3	0	0	0	1	0	0	0	0	0	0	0	2
						3	0	0	0	1	0	0	0	0	0	0	0	2

88	2	1				4	0	0	0	4	0	0	0	0	0	0	0	0
						929	0	0	0	929	0	0	0	0	0	0	0	0

89	2	2				3	0	0	0	0	2	0	0	0	1	0	0	0
						10	0	0	0	0	2	0	0	0	8	0	0	0

90	2	1				2	0	0	0	0	2	0	0	0	0	0	0	0
						2	0	0	0	0	2	0	0	0	0	0	0	0

91	2	1				3	0	0	0	0	3	0	0	0	0	0	0	0
						262	0	0	0	0	262	0	0	0	0	0	0	0

92	2	1				37	0	0	0	0	37	0	0	0	0	0	0	0
						329357	0	0	0	0	329357	0	0	0	0	0	0	0

93	2	2				3	0	0	0	0	1	0	0	0	0	0	2	0
						3	0	0	0	0	1	0	0	0	0	0	2	0

94	2	1				2	0	0	0	0	2	0	0	0	0	0	0	0
						9	0	0	0	0	9	0	0	0	0	0	0	0

95	2	1				3	0	0	0	0	3	0	0	0	0	0	0	0
						3	0	0	0	0	3	0	0	0	0	0	0	0

96	2	1				8	0	0	0	0	0	8	0	0	0	0	0	0
						994	0	0	0	0	0	994	0	0	0	0	0	0

97	2	2				2	0	0	0	0	0	1	0	0	1	0	0	0
						120	0	0	0	0	0	119	0	0	1	0	0	0

98	2	2				3	0	0	0	0	0	1	0	0	2	0	0	0
						3506	0	0	0	0	0	1	0	0	3505	0	0	0

99	2	3				3	0	0	0	0	0	1	0	0	1	1	0	0
						3	0	0	0	0	0	1	0	0	1	1	0	0

100	2	2				2	0	0	0	0	0	1	1	0	0	0	0	0
						122	0	0	0	0	0	1	121	0	0	0	0	0

101	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						129	0	0	0	0	0	129	0	0	0	0	0	0

102	2	1				4	0	0	0	0	0	4	0	0	0	0	0	0
						864	0	0	0	0	0	864	0	0	0	0	0	0

103	2	1				6	0	0	0	0	0	6	0	0	0	0	0	0
						908	0	0	0	0	0	908	0	0	0	0	0	0

104	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						1734	0	0	0	0	0	1734	0	0	0	0	0	0

105	2	1				7	0	0	0	0	0	7	0	0	0	0	0	0
						968	0	0	0	0	0	968	0	0	0	0	0	0

106	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						3396	0	0	0	0	0	3396	0	0	0	0	0	0

107	2	1				9	0	0	0	0	0	9	0	0	0	0	0	0
						2737	0	0	0	0	0	2737	0	0	0	0	0	0

108	2	1				5	0	0	0	0	0	5	0	0	0	0	0	0
						5104	0	0	0	0	0	5104	0	0	0	0	0	0

109	2	1				6	0	0	0	0	0	6	0	0	0	0	0	0
						237	0	0	0	0	0	237	0	0	0	0	0	0

110	2	1				4	0	0	0	0	0	4	0	0	0	0	0	0
						4071	0	0	0	0	0	4071	0	0	0	0	0	0

111	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						128	0	0	0	0	0	128	0	0	0	0	0	0

112	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						6483	0	0	0	0	0	6483	0	0	0	0	0	0

113	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						709	0	0	0	0	0	709	0	0	0	0	0	0

114	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						372	0	0	0	0	0	372	0	0	0	0	0	0

115	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						2	0	0	0	0	0	2	0	0	0	0	0	0

116	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						2	0	0	0	0	0	2	0	0	0	0	0	0

117	2	1				4	0	0	0	0	0	4	0	0	0	0	0	0
						723	0	0	0	0	0	723	0	0	0	0	0	0

118	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						855	0	0	0	0	0	855	0	0	0	0	0	0

119	2	1				3	0	0	0	0	0	3	0	0	0	0	0	0
						609	0	0	0	0	0	609	0	0	0	0	0	0

120	2	1				3	0	0	0	0	0	3	0	0	0	0	0	0
						3	0	0	0	0	0	3	0	0	0	0	0	0

121	2	1				3	0	0	0	0	0	3	0	0	0	0	0	0
						3	0	0	0	0	0	3	0	0	0	0	0	0

122	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						2044	0	0	0	0	0	2044	0	0	0	0	0	0

123	2	1				3	0	0	0	0	0	3	0	0	0	0	0	0
						1315	0	0	0	0	0	1315	0	0	0	0	0	0

124	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						2	0	0	0	0	0	2	0	0	0	0	0	0

125	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						235	0	0	0	0	0	235	0	0	0	0	0	0

126	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						122	0	0	0	0	0	122	0	0	0	0	0	0

127	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						229	0	0	0	0	0	229	0	0	0	0	0	0

128	2	1				6	0	0	0	0	0	6	0	0	0	0	0	0
						2311	0	0	0	0	0	2311	0	0	0	0	0	0

129	2	1				2	0	0	0	0	0	2	0	0	0	0	0	0
						2	0	0	0	0	0	2	0	0	0	0	0	0

130	2	6				9	0	0	0	0	0	0	2	1	2	1	2	1
						20	0	0	0	0	0	0	13	1	2	1	2	1

131	2	1				2	0	0	0	0	0	0	2	0	0	0	0	0
						2	0	0	0	0	0	0	2	0	0	0	0	0

132	2	2				2	0	0	0	0	0	0	0	1	0	0	1	0
						2	0	0	0	0	0	0	0	1	0	0	1	0

133	2	1				4	0	0	0	0	0	0	0	4	0	0	0	0
						135	0	0	0	0	0	0	0	135	0	0	0	0

134	2	1				2	0	0	0	0	0	0	0	0	2	0	0	0
						2	0	0	0	0	0	0	0	0	2	0	0	0

135	2	2				11	0	0	0	0	0	0	0	0	1	0	10	0
						5466	0	0	0	0	0	0	0	0	1	0	5465	0

136	2	1				4	0	0	0	0	0	0	0	0	4	0	0	0
						369	0	0	0	0	0	0	0	0	369	0	0	0

137	2	2				4	0	0	0	0	0	0	0	0	2	0	2	0
						3039	0	0	0	0	0	0	0	0	2	0	3037	0

138	2	1				2	0	0	0	0	0	0	0	0	2	0	0	0
						2	0	0	0	0	0	0	0	0	2	0	0	0

139	2	1				2	0	0	0	0	0	0	0	0	2	0	0	0
						122	0	0	0	0	0	0	0	0	122	0	0	0

140	2	1				2	0	0	0	0	0	0	0	0	2	0	0	0
						250	0	0	0	0	0	0	0	0	250	0	0	0

141	2	1				2	0	0	0	0	0	0	0	0	2	0	0	0
						2	0	0	0	0	0	0	0	0	2	0	0	0

142	2	1				4	0	0	0	0	0	0	0	0	4	0	0	0
						18	0	0	0	0	0	0	0	0	18	0	0	0

143	2	1				2	0	0	0	0	0	0	0	0	2	0	0	0
						959	0	0	0	0	0	0	0	0	959	0	0	0

144	2	1				11	0	0	0	0	0	0	0	0	11	0	0	0
						2538	0	0	0	0	0	0	0	0	2538	0	0	0

145	2	1				2	0	0	0	0	0	0	0	0	2	0	0	0
						482	0	0	0	0	0	0	0	0	482	0	0	0

146	2	1				3	0	0	0	0	0	0	0	0	3	0	0	0
						3	0	0	0	0	0	0	0	0	3	0	0	0

147	2	2				4	0	0	0	0	0	0	0	0	0	2	0	2
						812	0	0	0	0	0	0	0	0	0	585	0	227

148	2	1				3	0	0	0	0	0	0	0	0	0	3	0	0
						3	0	0	0	0	0	0	0	0	0	3	0	0

149	2	1				2	0	0	0	0	0	0	0	0	0	2	0	0
						2	0	0	0	0	0	0	0	0	0	2	0	0

150	2	1				2	0	0	0	0	0	0	0	0	0	0	2	0
						2	0	0	0	0	0	0	0	0	0	0	2	0

151	2	1				2	0	0	0	0	0	0	0	0	0	0	2	0
						956	0	0	0	0	0	0	0	0	0	0	956	0

152	2	1				2	0	0	0	0	0	0	0	0	0	0	2	0
						2	0	0	0	0	0	0	0	0	0	0	2	0

153	2	1				5	0	0	0	0	0	0	0	0	0	0	5	0
						625	0	0	0	0	0	0	0	0	0	0	625	0

154	2	1				2	0	0	0	0	0	0	0	0	0	0	2	0
						2	0	0	0	0	0	0	0	0	0	0	2	0

155	2	1				2	0	0	0	0	0	0	0	0	0	0	2	0
						2	0	0	0	0	0	0	0	0	0	0	2	0

156	2	1				5	0	0	0	0	0	0	0	0	0	0	5	0
						5206	0	0	0	0	0	0	0	0	0	0	5206	0

157	2	1				21	0	0	0	0	0	0	0	0	0	0	0	21
						9499	0	0	0	0	0	0	0	0	0	0	0	9499

158	2	1				2	0	0	0	0	0	0	0	0	0	0	0	2
						715	0	0	0	0	0	0	0	0	0	0	0	715

159	2	1				2	0	0	0	0	0	0	0	0	0	0	0	2
						2	0	0	0	0	0	0	0	0	0	0	0	2

160	2	1				2	0	0	0	0	0	0	0	0	0	0	0	2
						1094	0	0	0	0	0	0	0	0	0	0	0	1094

161	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						388	388	0	0	0	0	0	0	0	0	0	0	0

162	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						342	342	0	0	0	0	0	0	0	0	0	0	0

163	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						480	480	0	0	0	0	0	0	0	0	0	0	0

164	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						231	231	0	0	0	0	0	0	0	0	0	0	0

165	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						278	278	0	0	0	0	0	0	0	0	0	0	0

166	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						278	278	0	0	0	0	0	0	0	0	0	0	0

167	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						130	130	0	0	0	0	0	0	0	0	0	0	0

168	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						8	8	0	0	0	0	0	0	0	0	0	0	0

169	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						15	15	0	0	0	0	0	0	0	0	0	0	0

170	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						126	126	0	0	0	0	0	0	0	0	0	0	0

171	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						373	373	0	0	0	0	0	0	0	0	0	0	0

172	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						496	496	0	0	0	0	0	0	0	0	0	0	0

173	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						496	496	0	0	0	0	0	0	0	0	0	0	0

174	2	1				1	1	0	0	0	0	0	0	0	0	0	0	0
						8	8	0	0	0	0	0	0	0	0	0	0	0

175	2	1				1	0	1	0	0	0	0	0	0	0	0	0	0
						8	0	8	0	0	0	0	0	0	0	0	0	0

176	2	1				1	0	1	0	0	0	0	0	0	0	0	0	0
						8	0	8	0	0	0	0	0	0	0	0	0	0

177	2	1				1	0	1	0	0	0	0	0	0	0	0	0	0
						360	0	360	0	0	0	0	0	0	0	0	0	0

178	2	1				1	0	1	0	0	0	0	0	0	0	0	0	0
						244	0	244	0	0	0	0	0	0	0	0	0	0

179	2	1				1	0	0	1	0	0	0	0	0	0	0	0	0
						111	0	0	111	0	0	0	0	0	0	0	0	0

180	2	1				1	0	0	1	0	0	0	0	0	0	0	0	0
						1736	0	0	1736	0	0	0	0	0	0	0	0	0

181	2	1				1	0	0	0	1	0	0	0	0	0	0	0	0
						8	0	0	0	8	0	0	0	0	0	0	0	0

182	2	1				1	0	0	0	1	0	0	0	0	0	0	0	0
						15	0	0	0	15	0	0	0	0	0	0	0	0

183	2	1				1	0	0	0	1	0	0	0	0	0	0	0	0
						363	0	0	0	363	0	0	0	0	0	0	0	0

184	2	1				1	0	0	0	1	0	0	0	0	0	0	0	0
						354	0	0	0	354	0	0	0	0	0	0	0	0

185	2	1				1	0	0	0	1	0	0	0	0	0	0	0	0
						120	0	0	0	120	0	0	0	0	0	0	0	0

186	2	1				1	0	0	0	1	0	0	0	0	0	0	0	0
						124	0	0	0	124	0	0	0	0	0	0	0	0

187	2	1				1	0	0	0	1	0	0	0	0	0	0	0	0
						8	0	0	0	8	0	0	0	0	0	0	0	0

188	2	1				1	0	0	0	0	1	0	0	0	0	0	0	0
						247	0	0	0	0	247	0	0	0	0	0	0	0

189	2	1				1	0	0	0	0	1	0	0	0	0	0	0	0
						8	0	0	0	0	8	0	0	0	0	0	0	0

190	2	1				1	0	0	0	0	1	0	0	0	0	0	0	0
						8	0	0	0	0	8	0	0	0	0	0	0	0

191	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						614	0	0	0	0	0	614	0	0	0	0	0	0

192	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						120	0	0	0	0	0	120	0	0	0	0	0	0

193	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						725	0	0	0	0	0	725	0	0	0	0	0	0

194	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						749	0	0	0	0	0	749	0	0	0	0	0	0

195	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						1017	0	0	0	0	0	1017	0	0	0	0	0	0

196	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						2949	0	0	0	0	0	2949	0	0	0	0	0	0

197	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						239	0	0	0	0	0	239	0	0	0	0	0	0

198	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						119	0	0	0	0	0	119	0	0	0	0	0	0

199	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						2321	0	0	0	0	0	2321	0	0	0	0	0	0

200	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						464	0	0	0	0	0	464	0	0	0	0	0	0

201	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						113	0	0	0	0	0	113	0	0	0	0	0	0

202	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						8	0	0	0	0	0	8	0	0	0	0	0	0

203	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						8	0	0	0	0	0	8	0	0	0	0	0	0

204	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						116	0	0	0	0	0	116	0	0	0	0	0	0

205	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						1581	0	0	0	0	0	1581	0	0	0	0	0	0

206	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						231	0	0	0	0	0	231	0	0	0	0	0	0

207	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						236	0	0	0	0	0	236	0	0	0	0	0	0

208	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						236	0	0	0	0	0	236	0	0	0	0	0	0

209	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						122	0	0	0	0	0	122	0	0	0	0	0	0

210	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						477	0	0	0	0	0	477	0	0	0	0	0	0

211	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						234	0	0	0	0	0	234	0	0	0	0	0	0

212	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						249	0	0	0	0	0	249	0	0	0	0	0	0

213	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						117	0	0	0	0	0	117	0	0	0	0	0	0

214	2	1				1	0	0	0	0	0	1	0	0	0	0	0	0
						8	0	0	0	0	0	8	0	0	0	0	0	0

215	2	1				1	0	0	0	0	0	0	0	1	0	0	0	0
						8	0	0	0	0	0	0	0	8	0	0	0	0

216	2	1				1	0	0	0	0	0	0	0	0	1	0	0	0
						8	0	0	0	0	0	0	0	0	8	0	0	0

217	2	1				1	0	0	0	0	0	0	0	0	1	0	0	0
						241	0	0	0	0	0	0	0	0	241	0	0	0

218	2	1				1	0	0	0	0	0	0	0	0	1	0	0	0
						141	0	0	0	0	0	0	0	0	141	0	0	0

219	2	1				1	0	0	0	0	0	0	0	0	1	0	0	0
						361	0	0	0	0	0	0	0	0	361	0	0	0

220	2	1				1	0	0	0	0	0	0	0	0	1	0	0	0
						15	0	0	0	0	0	0	0	0	15	0	0	0

221	2	1				1	0	0	0	0	0	0	0	0	0	0	1	0
						15	0	0	0	0	0	0	0	0	0	0	15	0

222	2	1				1	0	0	0	0	0	0	0	0	0	0	1	0
						121	0	0	0	0	0	0	0	0	0	0	121	0

223	2	1				1	0	0	0	0	0	0	0	0	0	0	0	1
						233	0	0	0	0	0	0	0	0	0	0	0	233

